id,tipo_operacion,fecha,monto_original,moneda_original,tipo_cambio,monto_uyu,monto_usd,total_pesificado,total_dolarizado,area,localidad,descripcion,cliente,proveedor
15ece7c3-881f-4b2c-b5ac-00661d897e8c,GASTO,2024-03-19,1282.40,UYU,39.8600,1282.40,32.17,1282.40,32.17,Jurídica,MERCEDES,Pago servicios - March 2024,,ANTEL
657746d6-2786-4f86-8c71-6257728db772,INGRESO,2024-03-19,4621.07,UYU,39.8600,4621.07,115.93,4621.07,115.93,Recuperación,MERCEDES,Servicio profesional - March 2024,Farmacia Nueva,
e0ff168f-7e6e-4965-ace1-e1bbd203eee3,INGRESO,2024-03-19,4720.86,UYU,39.8600,4720.86,118.44,4720.86,118.44,Recuperación,MONTEVIDEO,Servicio profesional - March 2024,Estudio Contable Sur,
397bb719-b5a9-48ef-b8cf-347265cd9569,INGRESO,2024-03-20,3757.26,UYU,39.5100,3757.26,95.10,3757.26,95.10,Jurídica,MERCEDES,Servicio profesional - March 2024,Distribuidora Central,
3bb7f837-ae2d-4fc3-8339-14308a46347a,GASTO,2024-03-20,341.39,UYU,39.5100,341.39,8.64,341.39,8.64,Contable,MONTEVIDEO,Pago servicios - March 2024,,Taxi Company
40cf483e-fbef-4377-b5e3-e4cba694a524,DISTRIBUCION,2024-03-20,1456.35,UYU,39.5100,1456.35,77.37,4513.24,114.23,,MERCEDES,Distribución de utilidades,,
4a6a976e-0006-4a70-adcd-ad549ae0181d,GASTO,2024-03-20,1129.64,UYU,39.5100,1129.64,28.59,1129.64,28.59,Recuperación,MONTEVIDEO,Pago servicios - March 2024,,Hardware & Software SA
8600ebc4-cf63-4644-b3e1-e8af138c6884,GASTO,2024-03-20,1037.54,UYU,39.5100,1037.54,26.26,1037.54,26.26,Recuperación,MONTEVIDEO,Pago servicios - March 2024,,Uber Empresarial
23336968-d8be-4b73-b69d-9dab7eec41bc,GASTO,2024-03-21,1928.04,UYU,39.8900,1928.04,48.33,1928.04,48.33,Recuperación,MONTEVIDEO,Pago servicios - March 2024,,Reparación PC
9f2cb949-594c-4657-b338-e74f10820870,GASTO,2024-03-21,231.89,UYU,39.8900,231.89,5.81,231.89,5.81,Contable,MONTEVIDEO,Pago servicios - March 2024,,Taxi Company
14589765-830d-4fc1-b93a-74438d803671,GASTO,2024-03-22,1428.99,UYU,40.1200,1428.99,35.62,1428.99,35.62,Recuperación,MERCEDES,Pago servicios - March 2024,,Mudanzas Express
31c80f81-5ff3-4624-a7e9-c01d2d98f33e,INGRESO,2024-03-22,648.14,UYU,40.1200,648.14,16.16,648.14,16.16,Jurídica,MONTEVIDEO,Servicio profesional - March 2024,Propiedades del Centro,
74668f2a-2a84-4ab0-91d8-95191bc1e930,INGRESO,2024-03-22,1377.82,UYU,40.1200,1377.82,34.34,1377.82,34.34,Jurídica,MERCEDES,Servicio profesional - March 2024,Cooperativa Agraria,
1558802e-0ae9-44ec-98b1-d7ee12d0c6e1,GASTO,2024-03-23,1691.08,UYU,39.9300,1691.08,42.35,1691.08,42.35,Jurídica,MONTEVIDEO,Pago servicios - March 2024,,OSE
5fe7dd46-3bd0-4336-b3a7-dee294c5e8d1,DISTRIBUCION,2024-03-23,3507.86,UYU,39.9300,3507.86,53.85,5658.09,141.70,,MONTEVIDEO,Distribución de utilidades,,
6d0f0dc2-b289-4b24-8240-32e79b42ea80,INGRESO,2024-03-23,1529.17,UYU,39.9300,1529.17,38.30,1529.17,38.30,Notarial,MONTEVIDEO,Servicio profesional - March 2024,Supermercado El Dorado,
00f004c0-0860-40db-8a5e-274f9a417330,GASTO,2024-03-24,856.02,UYU,39.2500,856.02,21.81,856.02,21.81,Contable,MONTEVIDEO,Pago servicios - March 2024,,BPS
03a612ea-30be-4d8b-a1cd-99f1746a30d7,INGRESO,2024-03-24,2228.14,USD,39.2500,87454.50,2228.14,87454.50,2228.14,Notarial,MERCEDES,Servicio profesional - March 2024,Distribuidora Central,
2ff1275b-2d1c-4612-8cb1-96bf69329953,GASTO,2024-03-24,185.00,UYU,39.2500,185.00,4.71,185.00,4.71,Jurídica,MERCEDES,Pago servicios - March 2024,,Securitas
46edf35e-dafb-43ba-91d1-81ce2a242356,INGRESO,2024-03-24,2748.64,UYU,39.2500,2748.64,70.03,2748.64,70.03,Recuperación,MONTEVIDEO,Servicio profesional - March 2024,Juan Pérez,
c69251bf-f388-4182-83e5-907afd18f1bc,GASTO,2024-03-24,1298.45,UYU,39.2500,1298.45,33.08,1298.45,33.08,Otros Gastos,MONTEVIDEO,Pago servicios - March 2024,,Intendencia de Montevideo
1d6b04d6-dd40-40b6-af0c-093da1cb2740,GASTO,2024-03-25,749.46,USD,39.9200,29918.44,749.46,29918.44,749.46,Otros Gastos,MERCEDES,Pago servicios - March 2024,,Alquiler Oficina
1f6f3b68-c552-4eae-961d-523680dc5ef0,INGRESO,2024-03-25,3994.99,USD,39.9200,159480.00,3994.99,159480.00,3994.99,Jurídica,MERCEDES,Servicio profesional - March 2024,Supermercado El Dorado,
e3777800-d261-4d8f-9f3f-4b7c78897c7a,DISTRIBUCION,2024-03-25,2251.93,UYU,39.9200,2251.93,41.28,3899.83,97.69,,MERCEDES,Distribución de utilidades,,
5692df7e-72e6-4d1d-8724-e5e599867f87,INGRESO,2024-03-26,3405.67,UYU,39.5600,3405.67,86.09,3405.67,86.09,Contable,MERCEDES,Servicio profesional - March 2024,Farmacia Nueva,
6496e209-4c1a-4014-a5eb-135d686cf365,GASTO,2024-03-26,1699.75,USD,39.5600,67242.11,1699.75,67242.11,1699.75,Notarial,MERCEDES,Pago servicios - March 2024,,Vigilancia Privada
7ec24c6a-342d-4d4c-87a1-2f466bc1c654,GASTO,2024-03-26,356.21,UYU,39.5600,356.21,9.00,356.21,9.00,Jurídica,MONTEVIDEO,Pago servicios - March 2024,,Taxi Company
57a4a923-daa2-4fd3-97dd-c1beb94123eb,INGRESO,2024-03-27,250.95,UYU,39.2600,250.95,6.39,250.95,6.39,Notarial,MERCEDES,Servicio profesional - March 2024,Cooperativa Local,
9172444d-bc81-496d-8ea6-1354b0385f71,DISTRIBUCION,2024-03-27,1407.73,UYU,39.2600,1407.73,47.68,3279.65,83.54,,MERCEDES,Distribución de utilidades,,
ba7b37ee-36cf-4dce-9e1a-56935f12a8f2,INGRESO,2024-03-27,2968.20,UYU,39.2600,2968.20,75.60,2968.20,75.60,Recuperación,MONTEVIDEO,Servicio profesional - March 2024,Supermercado El Dorado,
f34e9f51-5ef1-414b-84c2-261a5a6a6e77,GASTO,2024-03-27,1465.83,UYU,39.2600,1465.83,37.34,1465.83,37.34,Contable,MERCEDES,Pago servicios - March 2024,,Limpieza Express
14ae779a-b89b-4aff-a359-31d422f0a1b7,INGRESO,2024-03-28,2295.29,UYU,39.5800,2295.29,57.99,2295.29,57.99,Contable,MERCEDES,Servicio profesional - March 2024,Constructora Silva SA,
6ec80214-18a8-4f46-9c21-27778d3262ad,DISTRIBUCION,2024-03-28,2197.19,UYU,39.5800,2197.19,47.50,4077.24,103.01,,MERCEDES,Distribución de utilidades,,
367ca086-bba4-4537-bc61-b72128b75f79,RETIRO,2024-03-29,736.00,USD,39.4400,29027.84,736.00,58055.68,1472.00,,MONTEVIDEO,Retiro socios - March 2024,,
6d8618ac-685e-40bb-8dcf-a8be514fc58e,INGRESO,2024-03-29,731.53,USD,39.4400,28851.54,731.53,28851.54,731.53,Contable,MONTEVIDEO,Servicio profesional - March 2024,Empresa ABC,
b63bbcb2-f797-4a11-ac5e-7baf99faa17f,RETIRO,2024-03-29,740.00,USD,39.4400,29185.60,740.00,58371.20,1480.00,,MONTEVIDEO,Retiro socios - March 2024,,
e13f17bf-b6fa-4d6f-8241-d94ee451d058,RETIRO,2024-03-29,85543.00,UYU,39.4400,85543.00,1295.00,136617.80,3463.94,,MONTEVIDEO,Retiro socios - March 2024,,
4bd7aae4-4e0c-40e8-983e-363d09c03fe7,RETIRO,2024-03-30,41575.00,UYU,39.7100,41575.00,1046.97,83150.18,2093.94,,MONTEVIDEO,Retiro socios - March 2024,,
6734140e-4f79-4974-b154-623762ce58e4,RETIRO,2024-03-30,111623.00,UYU,39.7100,111623.00,2810.95,223245.82,5621.90,,MERCEDES,Retiro socios - March 2024,,
734f2e77-f3f6-405c-98ca-ed947b37dfa5,INGRESO,2024-03-30,536.22,UYU,39.7100,536.22,13.50,536.22,13.50,Contable,MERCEDES,Servicio profesional - March 2024,Cooperativa Local,
cbf0bc10-b08d-4c54-aacc-963626158dcd,INGRESO,2024-03-30,4988.13,UYU,39.7100,4988.13,125.61,4988.13,125.61,Contable,MONTEVIDEO,Servicio profesional - March 2024,Supermercado El Dorado,
16408ba2-1a5a-4947-be0f-fd5f806db9ac,GASTO,2024-03-31,1469.71,UYU,39.2800,1469.71,37.42,1469.71,37.42,Recuperación,MONTEVIDEO,Pago servicios - March 2024,,Contador Pérez
3bbb9518-4547-42ad-a333-36991945fdf1,RETIRO,2024-03-31,52496.00,UYU,39.2800,52496.00,2173.00,137851.44,3509.46,,MONTEVIDEO,Retiro socios - March 2024,,
d7fb4e04-f2ee-40eb-9b3a-a82af82daf0f,INGRESO,2024-03-31,377.03,UYU,39.2800,377.03,9.60,377.03,9.60,Recuperación,MONTEVIDEO,Servicio profesional - March 2024,Cooperativa Agraria,
014b1c99-3d94-4289-ad55-20eb7b7ed9df,DISTRIBUCION,2024-04-01,1145.58,UYU,39.5400,1145.58,47.23,3013.05,76.20,,MONTEVIDEO,Distribución de utilidades,,
17e79c2b-3a60-4e04-a96e-97f6ad370996,GASTO,2024-04-01,392.74,USD,39.5400,15528.94,392.74,15528.94,392.74,Recuperación,MONTEVIDEO,Pago servicios - April 2024,,Imprenta Nacional
3d761211-a7ff-4e2d-954f-59cb4e718f80,GASTO,2024-04-01,1367.08,USD,39.5400,54054.34,1367.08,54054.34,1367.08,Jurídica,MERCEDES,Pago servicios - April 2024,,Mudanzas Express
bec5b914-b0b4-4b2f-97ac-a182e47251d7,GASTO,2024-04-01,369.85,USD,39.5400,14623.87,369.85,14623.87,369.85,Jurídica,MONTEVIDEO,Pago servicios - April 2024,,Escribano Rodríguez
f9afc1f1-e4db-41db-96eb-8f7f91c3159d,DISTRIBUCION,2024-04-01,2631.48,UYU,39.5400,2631.48,66.81,5273.15,133.36,,MONTEVIDEO,Distribución de utilidades,,
7b08b933-554b-40f8-b2a5-9108bfd22818,INGRESO,2024-04-02,104.69,USD,39.8900,4176.08,104.69,4176.08,104.69,Notarial,MONTEVIDEO,Servicio profesional - April 2024,Estudio Jurídico González,
bb7a67bc-3533-478a-9460-9d0d504c9e14,INGRESO,2024-04-02,1214.94,UYU,39.8900,1214.94,30.46,1214.94,30.46,Recuperación,MONTEVIDEO,Servicio profesional - April 2024,Empresa ABC,
dfcfb4fc-a1d5-4902-becd-f5babb5dfcb3,GASTO,2024-04-02,1729.44,UYU,39.8900,1729.44,43.36,1729.44,43.36,Otros Gastos,MONTEVIDEO,Pago servicios - April 2024,,DGI
f5eefaa4-0657-4128-ac8d-f96b6b1fca85,GASTO,2024-04-02,1284.89,UYU,39.8900,1284.89,32.21,1284.89,32.21,Jurídica,MERCEDES,Pago servicios - April 2024,,BPS
2abd271c-a359-45da-8cd9-61a4fb0bf1ba,GASTO,2024-04-03,168.74,UYU,40.0000,168.74,4.22,168.74,4.22,Contable,MERCEDES,Pago servicios - April 2024,,OSE
93522201-08d9-4dd9-874e-f06450a6af1d,INGRESO,2024-04-03,1579.36,UYU,40.0000,1579.36,39.48,1579.36,39.48,Notarial,MERCEDES,Servicio profesional - April 2024,María García,
e172875d-5002-4143-a1b9-00019f26dbc6,INGRESO,2024-04-03,2660.52,USD,40.0000,106420.80,2660.52,106420.80,2660.52,Contable,MONTEVIDEO,Servicio profesional - April 2024,Ana Martínez,
7f34835d-0c5f-4237-933b-131e0790f5f5,GASTO,2024-04-04,570.05,UYU,39.5200,570.05,14.42,570.05,14.42,Otros Gastos,MERCEDES,Pago servicios - April 2024,,OSE
9c34b67b-09a6-4446-9b29-5ccdc735bf36,RETIRO,2024-04-04,37388.00,UYU,39.5200,37388.00,946.05,74775.90,1892.10,,MERCEDES,Retiro socios - April 2024,,
f35a5c3a-37a2-43c5-87d8-cf6d9989b75a,INGRESO,2024-04-04,2822.72,USD,39.5200,111553.89,2822.72,111553.89,2822.72,Contable,MONTEVIDEO,Servicio profesional - April 2024,Servicios Profesionales,
f6294bf5-1c0e-4e15-a8ad-236033893083,GASTO,2024-04-04,1776.79,UYU,39.5200,1776.79,44.96,1776.79,44.96,Contable,MERCEDES,Pago servicios - April 2024,,UTE
01cff92b-6db2-4faf-a6ad-8c2636f24ece,DISTRIBUCION,2024-04-05,2946.69,UYU,39.4100,2946.69,36.58,4388.31,111.35,,MERCEDES,Distribución de utilidades,,
19c78a04-f121-4ddd-9c8e-88313129e8fd,DISTRIBUCION,2024-04-05,2935.03,UYU,39.4100,2935.03,33.78,4266.30,108.25,,MONTEVIDEO,Distribución de utilidades,,
64fe21e0-e1b4-487e-95f4-8e885cf68dc1,DISTRIBUCION,2024-04-05,4707.29,UYU,39.4100,4707.29,60.07,7074.65,179.51,,MERCEDES,Distribución de utilidades,,
abf788fe-c735-4af1-8d77-ad3453eba4e6,INGRESO,2024-04-05,2707.39,USD,39.4100,106698.24,2707.39,106698.24,2707.39,Contable,MERCEDES,Servicio profesional - April 2024,Century 21,
e89dde87-858a-49ab-843b-1435e9b675ab,GASTO,2024-04-05,139.41,UYU,39.4100,139.41,3.54,139.41,3.54,Otros Gastos,MERCEDES,Pago servicios - April 2024,,Mantenimiento IT
2ed58e42-01f2-481b-a4ba-7783d593864f,GASTO,2024-04-06,1213.92,UYU,40.2000,1213.92,30.20,1213.92,30.20,Jurídica,MONTEVIDEO,Pago servicios - April 2024,,Securitas
3791777b-32b0-4583-85cb-21d997038cbf,DISTRIBUCION,2024-04-06,1195.92,UYU,40.2000,1195.92,86.30,4665.18,116.05,,MONTEVIDEO,Distribución de utilidades,,
6fb0f6cf-fe19-4364-9d09-6b997855a010,GASTO,2024-04-06,811.33,UYU,40.2000,811.33,20.18,811.33,20.18,Jurídica,MERCEDES,Pago servicios - April 2024,,Papelería Central
c79aa5dc-6c13-4c82-91c1-788e5a5d895c,INGRESO,2024-04-06,3556.27,UYU,40.2000,3556.27,88.46,3556.27,88.46,Recuperación,MERCEDES,Servicio profesional - April 2024,Comercio López Hnos,
4b3dfb88-b603-4de9-8c2d-8817b924632d,GASTO,2024-04-07,545.76,UYU,39.6800,545.76,13.75,545.76,13.75,Recuperación,MONTEVIDEO,Pago servicios - April 2024,,Escribano Rodríguez
def38194-1591-4c5d-acde-5bf8853b07b1,GASTO,2024-04-07,154.88,UYU,39.6800,154.88,3.90,154.88,3.90,Contable,MERCEDES,Pago servicios - April 2024,,Hardware & Software SA
22bc452c-5d0a-413f-bbab-3ac4fc8d77bf,GASTO,2024-04-08,458.46,UYU,39.8900,458.46,11.49,458.46,11.49,Contable,MERCEDES,Pago servicios - April 2024,,Securitas
87a58711-0d50-43d0-8484-d581e577039b,INGRESO,2024-04-08,3589.74,UYU,39.8900,3589.74,89.99,3589.74,89.99,Recuperación,MONTEVIDEO,Servicio profesional - April 2024,Supermercado El Dorado,
64882a88-5995-48f3-ad71-940e2c05e8ce,DISTRIBUCION,2024-04-09,3953.10,UYU,39.4700,3953.10,60.29,6332.75,160.44,,MONTEVIDEO,Distribución de utilidades,,
bd5115e7-ad07-4e3d-a7f1-e01b9990b1d8,INGRESO,2024-04-09,3903.99,USD,39.4700,154090.49,3903.99,154090.49,3903.99,Jurídica,MERCEDES,Servicio profesional - April 2024,Ferretería Industrial,
ecf47d9b-21b0-4a70-8e06-862c10c9225c,GASTO,2024-04-09,1234.56,UYU,39.4700,1234.56,31.28,1234.56,31.28,Otros Gastos,MONTEVIDEO,Pago servicios - April 2024,,Contador Pérez
302235e9-5200-48be-baed-b949387c2cf8,GASTO,2024-04-10,1850.77,UYU,39.5800,1850.77,46.76,1850.77,46.76,Contable,MONTEVIDEO,Pago servicios - April 2024,,Prosegur Uruguay
695ef41f-e17c-4a5e-a7d0-69a6fd0ddab5,RETIRO,2024-04-10,98179.00,UYU,39.5800,98179.00,1905.00,173578.90,4385.52,,MERCEDES,Retiro socios - April 2024,,
8c138a4c-8642-4cb2-a73c-c632fef20f97,RETIRO,2024-04-10,122631.00,UYU,39.5800,122631.00,3098.31,245262.11,6196.62,,MONTEVIDEO,Retiro socios - April 2024,,
9d843bea-e1da-49f2-afc1-769ba1412dd3,GASTO,2024-04-10,219.54,UYU,39.5800,219.54,5.55,219.54,5.55,Otros Gastos,MONTEVIDEO,Pago servicios - April 2024,,OSE
bdbe9e7c-c131-4ce9-a82c-c2feb0192c5c,GASTO,2024-04-10,1701.71,USD,39.5800,67353.68,1701.71,67353.68,1701.71,Contable,MONTEVIDEO,Pago servicios - April 2024,,BPS
93e06242-0442-4827-a4e2-126079c581f0,GASTO,2024-04-11,332.35,UYU,39.6400,332.35,8.38,332.35,8.38,Recuperación,MERCEDES,Pago servicios - April 2024,,Intendencia de Montevideo
e67fc999-aa2d-4e21-a691-5eedc48e0e6a,INGRESO,2024-04-11,4329.66,UYU,39.6400,4329.66,109.22,4329.66,109.22,Recuperación,MERCEDES,Servicio profesional - April 2024,Comercio López Hnos,
71b68ad5-e138-4289-8e2c-84fbc0968a8a,RETIRO,2024-04-12,61342.00,UYU,40.0800,61342.00,1530.49,122684.04,3060.98,,MERCEDES,Retiro socios - April 2024,,
720fabd2-2502-4857-8b96-43f5aab7b72e,INGRESO,2024-04-12,3737.92,UYU,40.0800,3737.92,93.26,3737.92,93.26,Recuperación,MONTEVIDEO,Servicio profesional - April 2024,Cooperativa Agraria,
7495cf81-8120-4c34-895a-fc91e48d8ea9,INGRESO,2024-04-12,988.44,UYU,40.0800,988.44,24.66,988.44,24.66,Contable,MERCEDES,Servicio profesional - April 2024,Century 21,
a002102c-4481-41f6-8174-f247d9e89d40,GASTO,2024-04-12,1102.31,UYU,40.0800,1102.31,27.50,1102.31,27.50,Otros Gastos,MERCEDES,Pago servicios - April 2024,,Limpieza Express
a59c6117-b6cb-4bc9-9398-3587860779c6,INGRESO,2024-04-12,4023.19,UYU,40.0800,4023.19,100.38,4023.19,100.38,Contable,MERCEDES,Servicio profesional - April 2024,Supermercado El Dorado,
2697787c-5da8-4128-a8ce-4805661525c6,INGRESO,2024-04-13,2130.35,UYU,39.4900,2130.35,53.95,2130.35,53.95,Notarial,MONTEVIDEO,Servicio profesional - April 2024,Ferretería Industrial,
4d767fd7-6d71-4213-a849-3939d2e67fac,GASTO,2024-04-13,1061.69,USD,39.4900,41926.14,1061.69,41926.14,1061.69,Otros Gastos,MONTEVIDEO,Pago servicios - April 2024,,Vigilancia Privada
e443af0a-15bb-43f8-9f8e-d589a33db69e,GASTO,2024-04-13,585.91,USD,39.4900,23137.59,585.91,23137.59,585.91,Notarial,MONTEVIDEO,Pago servicios - April 2024,,Imprenta Nacional
68969a7e-8881-406f-bf78-229a304a9d9d,RETIRO,2024-04-14,130101.00,UYU,39.6900,130101.00,3277.93,260202.04,6555.86,,MONTEVIDEO,Retiro socios - April 2024,,
9003f68d-0e0c-488b-b70d-932af7d4474c,INGRESO,2024-04-14,880.80,USD,39.6900,34958.95,880.80,34958.95,880.80,Recuperación,MERCEDES,Servicio profesional - April 2024,Juan Pérez,
afaf205d-4bac-4c21-a8d1-6d4d1f855fcd,INGRESO,2024-04-14,3954.54,USD,39.6900,156955.69,3954.54,156955.69,3954.54,Notarial,MERCEDES,Servicio profesional - April 2024,Juan Pérez,
dcd527c5-8bf2-41ab-bcc7-d22bbe27381c,INGRESO,2024-04-14,2454.07,UYU,39.6900,2454.07,61.83,2454.07,61.83,Notarial,MONTEVIDEO,Servicio profesional - April 2024,Cooperativa Agraria,
14a505cc-38b4-42a9-b821-e8a9aa55c720,GASTO,2024-04-15,1031.48,UYU,39.7200,1031.48,25.97,1031.48,25.97,Otros Gastos,MERCEDES,Pago servicios - April 2024,,G4S
3f99da38-f387-4c31-8d9c-e6f0e3736363,RETIRO,2024-04-15,109092.00,UYU,39.7200,109092.00,1880.00,183765.60,4626.53,,MERCEDES,Retiro socios - April 2024,,
492b95a0-55f0-4056-a96a-7d6c41807afe,INGRESO,2024-04-15,2666.51,USD,39.7200,105913.78,2666.51,105913.78,2666.51,Recuperación,MONTEVIDEO,Servicio profesional - April 2024,Comercio Exterior SRL,
c0baa329-9f15-4f60-ac80-4c113417c08c,GASTO,2024-04-15,169.35,UYU,39.7200,169.35,4.26,169.35,4.26,Contable,MERCEDES,Pago servicios - April 2024,,Mudanzas Express
61142478-80a7-4532-9144-a40ad8ba8da8,INGRESO,2024-04-16,2808.86,UYU,39.4100,2808.86,71.27,2808.86,71.27,Recuperación,MERCEDES,Servicio profesional - April 2024,María García,
72165e2c-f4d3-4862-b61c-c8693911a99e,GASTO,2024-04-16,1626.94,UYU,39.4100,1626.94,41.28,1626.94,41.28,Contable,MONTEVIDEO,Pago servicios - April 2024,,G4S
90b88508-e493-4eea-aaf7-4056d5616047,INGRESO,2024-04-16,527.14,USD,39.4100,20774.59,527.14,20774.59,527.14,Recuperación,MERCEDES,Servicio profesional - April 2024,Importadora Sur,
a33eee25-5141-4142-92ae-25b33fd70b0b,GASTO,2024-04-16,1120.77,UYU,39.4100,1120.77,28.44,1120.77,28.44,Contable,MERCEDES,Pago servicios - April 2024,,UTE
176d52f4-53ea-47b4-8704-3e56a6e5a615,DISTRIBUCION,2024-04-17,2183.11,UYU,39.6500,2183.11,40.52,3789.73,95.58,,MERCEDES,Distribución de utilidades,,
211856ee-3904-4a83-8baa-ec00f560740e,GASTO,2024-04-17,224.98,UYU,39.6500,224.98,5.67,224.98,5.67,Jurídica,MONTEVIDEO,Pago servicios - April 2024,,Taxi Company
a272a515-61b9-473d-831a-24bbe545c0ee,INGRESO,2024-04-17,3370.62,USD,39.6500,133645.08,3370.62,133645.08,3370.62,Jurídica,MERCEDES,Servicio profesional - April 2024,Estudio Contable Sur,
0971f344-f678-4daf-96b5-5a0a2f67d70c,INGRESO,2024-04-18,805.55,USD,39.3100,31666.17,805.55,31666.17,805.55,Recuperación,MONTEVIDEO,Servicio profesional - April 2024,Consultora Internacional,
0c9b8e78-2d15-4c74-ad3b-95c25dcc9612,DISTRIBUCION,2024-04-18,1150.42,UYU,39.3100,1150.42,81.22,4343.18,110.49,,MONTEVIDEO,Distribución de utilidades,,
885a9213-f40e-4f9a-b7e5-5e275fa67a23,INGRESO,2024-04-18,3782.93,UYU,39.3100,3782.93,96.23,3782.93,96.23,Recuperación,MONTEVIDEO,Servicio profesional - April 2024,Carlos Rodríguez,
4687b6b5-313a-4682-9706-294a26ad2eba,INGRESO,2024-04-19,2120.38,UYU,39.2600,2120.38,54.01,2120.38,54.01,Contable,MONTEVIDEO,Servicio profesional - April 2024,Comercio Exterior SRL,
795879d1-44c9-4371-afc1-908d8599ffe4,INGRESO,2024-04-19,2582.13,UYU,39.2600,2582.13,65.77,2582.13,65.77,Notarial,MERCEDES,Servicio profesional - April 2024,Juan Pérez,
798eaac1-086c-4641-809d-a5f6cdc76233,GASTO,2024-04-19,307.81,USD,39.2600,12084.62,307.81,12084.62,307.81,Jurídica,MERCEDES,Pago servicios - April 2024,,ANTEL
b52ca800-edac-4d10-be39-6038802070eb,GASTO,2024-04-19,1764.79,USD,39.2600,69285.66,1764.79,69285.66,1764.79,Contable,MERCEDES,Pago servicios - April 2024,,UTE
4f3f5fde-1aa4-4f0a-9223-bccb03ed376d,GASTO,2024-04-20,268.86,UYU,40.1400,268.86,6.70,268.86,6.70,Otros Gastos,MONTEVIDEO,Pago servicios - April 2024,,Imprenta Nacional
e0328407-6c5c-494c-8a0b-a69d9b5186ff,GASTO,2024-04-20,1525.35,UYU,40.1400,1525.35,38.00,1525.35,38.00,Recuperación,MONTEVIDEO,Pago servicios - April 2024,,Imprenta Nacional
eb94ae0b-0495-44e1-b75d-e322f3f70524,INGRESO,2024-04-20,1668.86,UYU,40.1400,1668.86,41.58,1668.86,41.58,Jurídica,MONTEVIDEO,Servicio profesional - April 2024,Transporte Seguro SA,
04ce896b-49b9-4bc8-8c1e-6b35e713d96b,DISTRIBUCION,2024-04-21,4749.50,UYU,39.4400,4749.50,95.45,8514.05,215.87,,MERCEDES,Distribución de utilidades,,
165e6bd0-b13b-458b-b799-40cb16a3b120,GASTO,2024-04-21,1452.82,UYU,39.4400,1452.82,36.84,1452.82,36.84,Notarial,MERCEDES,Pago servicios - April 2024,,Cafetería Central
d9687395-567a-46ee-bff4-b75917775a57,GASTO,2024-04-21,518.23,UYU,39.4400,518.23,13.14,518.23,13.14,Recuperación,MONTEVIDEO,Pago servicios - April 2024,,Gráfica Oriental
24aaddb2-3cb3-4591-a02f-ed52ce0b7a49,INGRESO,2024-04-22,1344.23,USD,39.6500,53298.72,1344.23,53298.72,1344.23,Jurídica,MERCEDES,Servicio profesional - April 2024,Inmobiliaria del Este,
7c2880c3-841b-4ca4-a4b7-417a105a7b5e,GASTO,2024-04-22,58.20,UYU,39.6500,58.20,1.47,58.20,1.47,Recuperación,MONTEVIDEO,Pago servicios - April 2024,,Reparación PC
e6b4a3d6-49eb-4dde-ae7c-9d205e34f1ad,INGRESO,2024-04-22,2999.80,USD,39.6500,118942.07,2999.80,118942.07,2999.80,Contable,MERCEDES,Servicio profesional - April 2024,Estudio Jurídico González,
6e122d41-260a-471a-bf1e-7f293972cc52,GASTO,2024-04-23,166.54,UYU,39.2800,166.54,4.24,166.54,4.24,Contable,MONTEVIDEO,Pago servicios - April 2024,,Vigilancia Privada
f3959297-dfe8-4f48-af9d-bbd158a7b413,RETIRO,2024-04-23,840.00,USD,39.2800,32995.20,840.00,65990.40,1680.00,,MERCEDES,Retiro socios - April 2024,,
2ff0a9bd-94aa-4519-b58e-6b37d32c334f,GASTO,2024-04-24,828.27,UYU,39.9500,828.27,20.73,828.27,20.73,Jurídica,MONTEVIDEO,Pago servicios - April 2024,,Mantenimiento IT
6b706854-5b61-4175-a178-0f6f85b090e5,RETIRO,2024-04-24,694.00,USD,39.9500,27725.30,694.00,55450.60,1388.00,,MERCEDES,Retiro socios - April 2024,,
7fabf16e-b5aa-4943-b604-0f489d793645,GASTO,2024-04-24,1653.77,UYU,39.9500,1653.77,41.40,1653.77,41.40,Notarial,MERCEDES,Pago servicios - April 2024,,Securitas
c6134505-3749-4d5f-aa9c-20598bae183f,GASTO,2024-04-24,1787.02,UYU,39.9500,1787.02,44.73,1787.02,44.73,Contable,MONTEVIDEO,Pago servicios - April 2024,,Prosegur Uruguay
42dfcc89-541e-46d3-a38a-85d111c9e91d,GASTO,2024-04-25,659.38,UYU,39.4500,659.38,16.71,659.38,16.71,Otros Gastos,MONTEVIDEO,Pago servicios - April 2024,,Prosegur Uruguay
7f4983da-373d-4541-8afc-e987d8e3d34c,RETIRO,2024-04-25,891.00,USD,39.4500,35149.95,891.00,70299.90,1782.00,,MERCEDES,Retiro socios - April 2024,,
9ac13a84-5d63-4b96-9437-dc01f47cffe1,DISTRIBUCION,2024-04-25,4161.56,UYU,39.4500,4161.56,72.09,7005.51,177.58,,MONTEVIDEO,Distribución de utilidades,,
b251755c-943e-428f-a2d4-8d0fce6d380c,GASTO,2024-04-25,1528.77,UYU,39.4500,1528.77,38.75,1528.77,38.75,Contable,MONTEVIDEO,Pago servicios - April 2024,,Agua Mineral
db5eb757-7839-4892-a926-01c1cae42778,INGRESO,2024-04-25,2181.85,UYU,39.4500,2181.85,55.31,2181.85,55.31,Contable,MERCEDES,Servicio profesional - April 2024,Comercio Exterior SRL,
